                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 1.0419,                 1.4503,                0.63066,                0.94323,                0.89021,                0.88809,                0.93013,                 0.6836,                0.88452,                0.87717,                0.92712,                0.63652,                0.97924,                 1.1626,                0.56143,                0.83721,               0.008416,               0.008416,               0.008416
                     18,                  1.037,                 1.4478,                 0.6275,                0.94146,                0.89448,                0.88552,                0.92971,                0.68474,                0.88564,                 0.8761,                0.92695,                0.63671,                0.97752,                 1.1605,                0.56029,                0.83647,               0.008317,               0.008317,               0.008317
                     19,                  1.033,                 1.4366,                0.62302,                0.94023,                0.89198,                0.88831,                0.93012,                0.68532,                0.88536,                0.87816,                0.92788,                 0.6389,                0.97608,                  1.158,                0.55856,                0.83603,               0.008218,               0.008218,               0.008218
                     20,                 1.0327,                 1.4338,                0.62095,                0.93935,                 0.8915,                 0.8883,                0.93008,                0.68579,                0.88286,                0.87905,                0.92791,                0.63946,                0.97437,                 1.1561,                0.55707,                0.83556,               0.008119,               0.008119,               0.008119
                     21,                 1.0306,                 1.4312,                0.61891,                0.93879,                0.89072,                0.88905,                0.92984,                0.68511,                0.88227,                0.88115,                0.92824,                0.63866,                0.97295,                 1.1548,                0.55552,                0.83513,                0.00802,                0.00802,                0.00802
                     22,                 1.0293,                   1.43,                  0.617,                0.93672,                0.89006,                0.88992,                0.93002,                0.68601,                0.88407,                0.88001,                0.92842,                 0.6389,                0.97206,                 1.1542,                0.55471,                0.83481,               0.007921,               0.007921,               0.007921
                     23,                 1.0238,                 1.4229,                0.61493,                0.93729,                0.89071,                0.89095,                0.93052,                0.68657,                0.88525,                0.87905,                0.92854,                0.63926,                0.97102,                 1.1528,                0.55333,                0.83454,               0.007822,               0.007822,               0.007822
                     24,                 1.0235,                 1.4182,                0.61391,                0.93507,                0.88985,                 0.8913,                 0.9307,                 0.6869,                0.88531,                0.87849,                 0.9286,                0.63973,                0.97034,                 1.1519,                0.55262,                0.83422,               0.007723,               0.007723,               0.007723
                     25,                 1.0173,                 1.4113,                0.61081,                0.93489,                0.88922,                0.89153,                0.93075,                0.68768,                0.88566,                0.87907,                0.92889,                0.63954,                0.96966,                 1.1509,                0.55195,                0.83398,               0.007624,               0.007624,               0.007624
                     26,                 1.0163,                 1.4077,                0.60921,                0.93404,                0.88809,                 0.8922,                0.93088,                0.68778,                0.88573,                0.87824,                0.92818,                0.64045,                0.96891,                 1.1501,                0.55135,                0.83371,               0.007525,               0.007525,               0.007525
                     27,                 1.0142,                 1.4026,                0.60635,                0.93294,                0.88991,                0.89187,                0.93105,                0.68867,                0.88449,                0.88081,                 0.9295,                0.64115,                0.96808,                 1.1489,                0.55073,                0.83348,               0.007426,               0.007426,               0.007426
                     28,                 1.0121,                 1.3987,                0.60422,                0.93177,                0.89155,                0.89091,                0.93106,                0.69007,                0.88542,                0.88027,                0.92944,                0.64216,                0.96715,                 1.1474,                0.54991,                0.83319,               0.007327,               0.007327,               0.007327
                     29,                 1.0125,                  1.399,                0.60496,                0.93206,                0.89278,                0.88943,                0.93117,                0.69041,                0.88763,                0.87909,                0.92868,                0.64165,                0.96619,                 1.1465,                0.54939,                0.83285,               0.007228,               0.007228,               0.007228
                     30,                 1.0087,                 1.3954,                0.60282,                0.93111,                0.89114,                0.89073,                0.93129,                0.69117,                0.88802,                0.87838,                0.92919,                 0.6417,                0.96542,                 1.1449,                0.54856,                0.83263,               0.007129,               0.007129,               0.007129
                     31,                 1.0077,                 1.3929,                0.60118,                0.93079,                0.89126,                0.89073,                0.93142,                0.69143,                0.88799,                0.87836,                0.92944,                0.64268,                0.96471,                 1.1437,                0.54786,                 0.8323,                0.00703,                0.00703,                0.00703
                     32,                 1.0043,                 1.3863,                0.59911,                0.92961,                0.89135,                0.89051,                0.93139,                0.69182,                0.88834,                0.87845,                0.93044,                 0.6433,                0.96376,                 1.1425,                0.54699,                0.83207,               0.006931,               0.006931,               0.006931
                     33,                 1.0037,                 1.3891,                0.59831,                0.92966,                0.89375,                0.88916,                0.93173,                0.69243,                0.88929,                0.87788,                0.93037,                0.64345,                0.96302,                 1.1416,                0.54626,                0.83183,               0.006832,               0.006832,               0.006832
                     34,                 1.0038,                 1.3804,                0.59679,                 0.9291,                0.89418,                0.88955,                0.93181,                0.69264,                0.88763,                0.87956,                0.92992,                0.64389,                0.96237,                 1.1405,                0.54557,                0.83163,               0.006733,               0.006733,               0.006733
                     35,                 1.0012,                 1.3825,                 0.5957,                0.92747,                0.89407,                0.88957,                0.93182,                0.69324,                0.88813,                0.87981,                 0.9298,                0.64463,                0.96157,                 1.1393,                0.54487,                0.83141,               0.006634,               0.006634,               0.006634
                     36,                0.99895,                 1.3775,                0.59464,                0.92853,                 0.8925,                0.89151,                0.93194,                 0.6934,                0.88891,                0.87936,                 0.9308,                0.64519,                0.96092,                 1.1383,                0.54403,                0.83128,               0.006535,               0.006535,               0.006535
                     37,                 1.0004,                 1.3757,                0.59296,                0.92751,                0.89343,                0.89094,                0.93213,                0.69395,                0.88947,                0.87927,                0.93094,                0.64572,                0.96013,                 1.1366,                0.54308,                0.83109,               0.006436,               0.006436,               0.006436
                     38,                0.99628,                 1.3759,                0.59071,                0.92626,                 0.8922,                0.89286,                0.93204,                 0.6941,                0.88893,                0.88012,                0.93025,                0.64515,                0.95933,                 1.1353,                0.54211,                0.83085,               0.006337,               0.006337,               0.006337
                     39,                0.99517,                 1.3665,                0.58954,                0.92678,                0.89531,                0.89093,                0.93244,                0.69442,                0.88824,                0.88107,                0.93031,                0.64528,                0.95859,                 1.1345,                0.54123,                0.83061,               0.006238,               0.006238,               0.006238
                     40,                 0.9926,                  1.362,                0.58863,                0.92426,                 0.8938,                0.89244,                0.93265,                0.69488,                0.88911,                0.88067,                0.93061,                 0.6464,                 0.9578,                 1.1333,                0.54052,                0.83039,               0.006139,               0.006139,               0.006139
                     41,                0.99325,                 1.3653,                0.58889,                0.92614,                0.89301,                0.89323,                0.93282,                 0.6957,                0.88555,                0.88332,                  0.931,                 0.6463,                0.95701,                 1.1323,                0.53953,                0.83017,                0.00604,                0.00604,                0.00604
                     42,                0.99062,                 1.3633,                0.58628,                 0.9248,                0.89305,                0.89355,                0.93296,                0.69575,                0.88533,                0.88348,                0.93127,                 0.6475,                0.95632,                 1.1315,                0.53884,                0.82989,               0.005941,               0.005941,               0.005941
                     43,                0.98869,                 1.3607,                0.58619,                0.92397,                0.89018,                0.89588,                0.93303,                0.69619,                0.88295,                0.88519,                0.93111,                0.64817,                0.95578,                 1.1303,                0.53808,                 0.8297,               0.005842,               0.005842,               0.005842
                     44,                0.98955,                 1.3559,                 0.5847,                0.92384,                0.89025,                0.89757,                0.93309,                0.69639,                0.88276,                0.88585,                0.93116,                0.64922,                0.95503,                 1.1296,                0.53716,                0.82955,               0.005743,               0.005743,               0.005743
                     45,                0.98656,                 1.3569,                0.58369,                0.92291,                0.88983,                0.89747,                0.93311,                0.69629,                0.88406,                 0.8845,                0.93119,                0.64952,                0.95416,                 1.1289,                 0.5363,                0.82929,               0.005644,               0.005644,               0.005644
                     46,                 0.9844,                 1.3541,                0.58223,                0.92245,                0.89078,                 0.8967,                0.93337,                0.69664,                0.88325,                0.88505,                0.93122,                0.64948,                0.95363,                 1.1284,                0.53556,                 0.8291,               0.005545,               0.005545,               0.005545
                     47,                0.98112,                 1.3466,                0.57952,                 0.9217,                0.89104,                0.89695,                0.93334,                0.69725,                0.88474,                0.88361,                0.93104,                 0.6494,                0.95265,                 1.1275,                0.53475,                0.82889,               0.005446,               0.005446,               0.005446
                     48,                0.97993,                 1.3455,                 0.5758,                0.92026,                0.89018,                0.89868,                0.93364,                 0.6973,                 0.8843,                 0.8844,                0.93138,                   0.65,                0.95487,                 1.1523,                0.53559,                0.82864,               0.005347,               0.005347,               0.005347
                     49,                0.98221,                 1.3487,                0.57966,                0.92175,                0.89077,                0.89843,                0.93385,                0.69776,                0.88388,                0.88508,                0.93151,                0.65069,                0.95422,                 1.1519,                0.53525,                0.82849,               0.005248,               0.005248,               0.005248
                     50,                0.98091,                 1.3464,                0.57835,                0.92126,                0.89078,                0.89865,                0.93394,                0.69785,                  0.883,                 0.8867,                0.93162,                0.65109,                0.95386,                 1.1512,                0.53506,                0.82838,               0.005149,               0.005149,               0.005149
                     51,                0.98089,                 1.3474,                0.57726,                0.92081,                0.89194,                0.89638,                0.93388,                0.69806,                0.88406,                0.88582,                0.93204,                0.65174,                0.95348,                 1.1504,                0.53458,                0.82822,                0.00505,                0.00505,                0.00505
                     52,                0.97859,                 1.3431,                0.57603,                0.92093,                0.89148,                0.89824,                0.93393,                0.69814,                0.88441,                0.88672,                0.93195,                0.65169,                 0.9529,                 1.1495,                0.53384,                0.82807,               0.004951,               0.004951,               0.004951
                     53,                0.98027,                 1.3398,                0.57539,                0.92043,                0.89317,                0.89674,                0.93409,                0.69855,                0.88638,                0.88524,                0.93209,                0.65126,                0.95244,                 1.1489,                0.53321,                0.82798,               0.004852,               0.004852,               0.004852
                     54,                0.97476,                 1.3391,                0.57293,                0.91879,                0.89291,                0.89745,                0.93417,                0.69901,                0.88693,                0.88544,                0.93237,                0.65171,                0.95197,                 1.1483,                0.53289,                0.82789,               0.004753,               0.004753,               0.004753
                     55,                0.97113,                 1.3337,                0.57202,                0.91854,                0.89284,                0.89749,                0.93442,                0.69961,                0.88761,                0.88545,                 0.9327,                0.65255,                0.95146,                 1.1475,                0.53225,                0.82773,               0.004654,               0.004654,               0.004654
                     56,                0.97338,                 1.3327,                0.57205,                0.91857,                0.89372,                0.89732,                0.93474,                0.70018,                0.88822,                0.88462,                0.93311,                 0.6525,                0.95072,                 1.1468,                0.53138,                0.82755,               0.004555,               0.004555,               0.004555
                     57,                0.96993,                 1.3304,                0.56857,                0.91819,                0.89317,                0.89854,                0.93491,                0.70087,                0.88917,                  0.885,                0.93359,                0.65258,                0.95034,                 1.1469,                0.53079,                0.82743,               0.004456,               0.004456,               0.004456
                     58,                0.97181,                 1.3279,                0.56884,                0.91665,                0.89273,                0.89899,                0.93501,                0.70091,                0.88863,                0.88597,                0.93291,                0.65259,                0.94996,                  1.147,                0.53032,                0.82733,               0.004357,               0.004357,               0.004357
                     59,                0.96587,                 1.3253,                0.56585,                0.91595,                0.89329,                0.89784,                0.93511,                0.70099,                0.88841,                0.88593,                0.93296,                0.65236,                0.94936,                 1.1465,                0.52966,                0.82719,               0.004258,               0.004258,               0.004258
                     60,                0.96823,                 1.3247,                0.56774,                0.91658,                 0.8931,                 0.8982,                0.93525,                0.70086,                0.88905,                0.88563,                0.93314,                0.65257,                  0.949,                 1.1463,                0.52904,                0.82712,               0.004159,               0.004159,               0.004159
                     61,                0.96707,                 1.3227,                 0.5655,                0.91675,                0.89377,                0.89785,                0.93545,                0.70125,                0.88937,                0.88474,                0.93308,                0.65282,                0.94862,                 1.1458,                0.52857,                0.82706,                0.00406,                0.00406,                0.00406
                     62,                0.96144,                 1.3155,                0.56157,                0.91508,                0.89366,                0.89843,                0.93566,                0.70181,                0.89003,                0.88478,                0.93348,                0.65323,                0.94808,                 1.1447,                0.52804,                  0.827,               0.003961,               0.003961,               0.003961
                     63,                0.96148,                 1.3123,                0.56137,                0.91426,                0.89378,                 0.8986,                0.93572,                0.70223,                0.89259,                0.88137,                0.93405,                0.65322,                0.94749,                 1.1436,                0.52745,                0.82687,               0.003862,               0.003862,               0.003862
                     64,                0.95998,                 1.3094,                0.56068,                0.91429,                0.89559,                0.89685,                 0.9359,                0.70231,                0.89293,                0.88141,                0.93439,                0.65381,                0.94695,                 1.1427,                0.52692,                0.82677,               0.003763,               0.003763,               0.003763
                     65,                0.95777,                 1.3113,                0.55975,                0.91382,                0.89679,                0.89506,                0.93603,                0.70264,                 0.8951,                0.88036,                0.93496,                0.65437,                0.94643,                 1.1423,                0.52611,                0.82673,               0.003664,               0.003664,               0.003664
                     66,                0.95432,                 1.3036,                0.55632,                 0.9126,                0.89537,                 0.8967,                0.93608,                0.70305,                0.89457,                0.88002,                 0.9341,                0.65408,                0.94591,                 1.1416,                 0.5254,                0.82666,               0.003565,               0.003565,               0.003565
                     67,                0.95452,                 1.3014,                 0.5559,                 0.9119,                0.89442,                0.89794,                0.93628,                0.70322,                0.89196,                0.88301,                0.93479,                0.65287,                0.94538,                 1.1409,                0.52466,                0.82661,               0.003466,               0.003466,               0.003466
                     68,                0.95375,                 1.3005,                0.55506,                0.91166,                0.89297,                0.89915,                0.93632,                 0.7032,                0.89076,                0.88536,                0.93501,                0.65373,                0.94469,                 1.1401,                0.52407,                0.82645,               0.003367,               0.003367,               0.003367
                     69,                0.95314,                 1.3007,                0.55354,                0.91077,                0.89454,                0.89809,                0.93651,                0.70327,                0.89079,                 0.8854,                 0.9353,                 0.6536,                 0.9443,                   1.14,                0.52341,                 0.8263,               0.003268,               0.003268,               0.003268
                     70,                0.94888,                 1.2946,                 0.5522,                0.91104,                0.89447,                0.89834,                0.93667,                0.70364,                0.89408,                0.88243,                0.93533,                0.65324,                0.94382,                 1.1391,                0.52288,                0.82612,               0.003169,               0.003169,               0.003169
                     71,                0.94845,                 1.2921,                 0.5513,                0.90923,                0.89605,                0.89709,                0.93683,                0.70413,                 0.8942,                0.88137,                 0.9349,                0.65342,                0.94336,                 1.1383,                0.52208,                0.82598,                0.00307,                0.00307,                0.00307
                     72,                0.94402,                 1.2857,                0.54865,                0.90924,                0.89719,                0.89604,                0.93705,                0.70436,                0.89302,                0.88298,                0.93504,                0.65366,                0.94299,                 1.1375,                0.52146,                0.82591,               0.002971,               0.002971,               0.002971
                     73,                0.94242,                 1.2835,                0.54662,                 0.9083,                0.89872,                0.89532,                0.93714,                0.70478,                0.89338,                0.88318,                0.93575,                 0.6531,                0.94245,                 1.1367,                0.52066,                0.82579,               0.002872,               0.002872,               0.002872
                     74,                0.94053,                 1.2794,                0.54527,                0.90754,                0.89876,                0.89515,                0.93727,                0.70521,                0.89389,                0.88353,                0.93514,                0.65324,                 0.9419,                 1.1366,                0.51994,                0.82573,               0.002773,               0.002773,               0.002773
                     75,                0.93864,                 1.2758,                0.54289,                0.90631,                0.89913,                0.89511,                0.93747,                0.70532,                0.89735,                0.87981,                0.93528,                0.65337,                0.94155,                  1.136,                0.51925,                0.82565,               0.002674,               0.002674,               0.002674
                     76,                0.93933,                 1.2742,                0.54314,                0.90711,                0.90076,                0.89442,                0.93779,                0.70619,                0.89469,                0.88285,                0.93589,                0.65358,                0.94115,                 1.1357,                0.51845,                0.82555,               0.002575,               0.002575,               0.002575
                     77,                0.93532,                 1.2713,                0.54101,                0.90604,                0.90069,                0.89492,                0.93801,                0.70706,                0.89552,                0.88264,                0.93643,                0.65404,                0.94066,                  1.135,                0.51777,                0.82551,               0.002476,               0.002476,               0.002476
                     78,                0.93529,                 1.2705,                0.53968,                0.90549,                0.90049,                0.89526,                0.93812,                0.70686,                 0.8999,                 0.8781,                0.93654,                0.65472,                0.94017,                  1.134,                0.51731,                0.82547,               0.002377,               0.002377,               0.002377
                     79,                0.93048,                 1.2631,                0.53685,                0.90445,                0.90118,                0.89509,                 0.9383,                 0.7075,                0.89793,                0.88035,                0.93665,                0.65459,                0.93976,                 1.1336,                0.51676,                0.82536,               0.002278,               0.002278,               0.002278
                     80,                0.92915,                 1.2641,                0.53621,                0.90432,                0.90173,                0.89478,                0.93845,                0.70741,                0.89564,                0.88271,                 0.9366,                0.65523,                 0.9393,                  1.133,                0.51599,                0.82526,               0.002179,               0.002179,               0.002179
                     81,                0.92881,                  1.257,                0.53451,                0.90361,                0.90138,                0.89562,                0.93879,                0.70827,                0.89442,                0.88362,                0.93683,                0.65563,                0.93875,                 1.1322,                0.51537,                 0.8251,                0.00208,                0.00208,                0.00208
                     82,                0.92647,                 1.2584,                0.53306,                0.90243,                0.90003,                0.89665,                0.93891,                0.70889,                0.89542,                0.88322,                0.93729,                0.65606,                0.93838,                 1.1315,                0.51481,                  0.825,               0.001981,               0.001981,               0.001981
                     83,                0.92345,                 1.2515,                0.53116,                  0.903,                0.90154,                0.89591,                0.93901,                0.70922,                 0.8962,                0.88325,                0.93737,                0.65595,                 0.9376,                 1.1307,                0.51418,                0.82484,               0.001882,               0.001882,               0.001882
                     84,                0.92426,                 1.2509,                0.53045,                0.90181,                 0.9024,                0.89564,                0.93909,                0.70919,                0.89694,                0.88287,                0.93736,                0.65614,                0.93715,                   1.13,                0.51391,                 0.8247,               0.001783,               0.001783,               0.001783
                     85,                 0.9192,                 1.2489,                0.52704,                0.90049,                0.90251,                0.89603,                0.93933,                0.70861,                0.89659,                0.88307,                0.93761,                0.65632,                0.93659,                 1.1294,                0.51333,                0.82456,               0.001684,               0.001684,               0.001684
                     86,                0.91865,                 1.2395,                0.52496,                0.90085,                 0.9033,                0.89598,                0.93942,                0.70882,                0.89543,                0.88367,                0.93783,                0.65665,                0.93622,                 1.1293,                0.51265,                0.82446,               0.001585,               0.001585,               0.001585
                     87,                0.91526,                 1.2353,                0.52332,                0.89847,                0.90367,                0.89572,                0.93967,                0.70921,                 0.8949,                0.88347,                0.93769,                 0.6562,                0.93576,                 1.1286,                0.51225,                0.82432,               0.001486,               0.001486,               0.001486
                     88,                0.91462,                 1.2374,                0.52326,                0.89968,                0.90389,                0.89592,                0.93972,                0.70939,                0.89703,                0.88119,                0.93787,                0.65707,                0.93511,                  1.128,                0.51152,                0.82417,               0.001387,               0.001387,               0.001387
                     89,                0.91163,                 1.2344,                0.51989,                0.89856,                 0.9038,                0.89652,                0.93995,                0.70945,                0.89733,                0.88157,                0.93807,                0.65669,                0.93437,                 1.1275,                0.51091,                0.82407,               0.001288,               0.001288,               0.001288
                     90,                0.90887,                 1.2315,                 0.5188,                0.89764,                0.90276,                 0.8972,                 0.9401,                0.71016,                0.89823,                0.88069,                0.93836,                0.65714,                0.93418,                 1.1269,                0.51059,                  0.824,               0.001189,               0.001189,               0.001189
                     91,                0.91248,                 1.2054,                0.51024,                0.89179,                 0.9024,                 0.8981,                 0.9403,                0.71102,                0.89715,                0.88279,                0.93834,                0.65747,                0.93272,                 1.1234,                0.50986,                0.82376,                0.00109,                0.00109,                0.00109
                     92,                0.90715,                 1.1941,                0.50606,                0.89019,                0.90234,                0.89865,                0.94059,                0.71226,                0.89704,                0.88321,                0.93844,                0.65776,                0.93113,                 1.1199,                0.50908,                0.82356,               0.000991,               0.000991,               0.000991
                     93,                0.90237,                 1.1873,                0.50375,                0.88879,                0.90265,                0.89878,                0.94088,                0.71341,                0.89448,                0.88545,                0.93835,                0.65778,                0.92975,                 1.1167,                0.50829,                0.82334,               0.000892,               0.000892,               0.000892
                     94,                0.89873,                 1.1836,                0.49907,                0.88839,                0.90329,                0.89893,                0.94117,                0.71426,                0.89297,                0.88604,                0.93822,                 0.6579,                0.92853,                 1.1137,                0.50767,                0.82316,               0.000793,               0.000793,               0.000793
                     95,                0.90184,                 1.1882,                0.49944,                0.88923,                0.90278,                  0.899,                0.94112,                 0.7144,                0.89354,                0.88548,                0.93824,                0.65815,                 0.9258,                 1.1054,                0.50663,                0.82315,               0.000694,               0.000694,               0.000694
                     96,                0.89682,                 1.1808,                0.49608,                0.88773,                0.90206,                0.89941,                0.94114,                0.71487,                0.89382,                0.88496,                0.93773,                0.65805,                0.92523,                 1.1028,                 0.5066,                0.82301,               0.000595,               0.000595,               0.000595
                     97,                0.89641,                 1.1776,                0.49463,                0.88665,                0.90192,                0.89945,                0.94107,                0.71515,                0.89447,                 0.8841,                 0.9377,                0.65817,                0.92462,                 1.1006,                0.50654,                0.82289,               0.000496,               0.000496,               0.000496
                     98,                0.88962,                 1.1715,                0.49016,                0.88525,                0.90298,                0.89884,                0.94109,                 0.7153,                0.89682,                0.88227,                0.93781,                0.65839,                0.92405,                 1.0989,                0.50643,                0.82276,               0.000397,               0.000397,               0.000397
                     99,                0.89007,                 1.1699,                0.48896,                0.88472,                0.90309,                0.89871,                0.94117,                0.71601,                0.89592,                0.88315,                 0.9379,                0.65809,                0.92365,                 1.0967,                0.50639,                0.82264,               0.000298,               0.000298,               0.000298
                    100,                0.88664,                 1.1618,                0.48677,                0.88458,                0.90343,                0.89832,                0.94126,                0.71593,                0.89291,                0.88476,                0.93791,                0.65786,                0.92323,                  1.095,                0.50633,                0.82255,               0.000199,               0.000199,               0.000199
