                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                0.99007,                  1.363,                0.59389,                0.93703,                0.58918,                0.44574,                0.47663,                0.33947,                0.58829,                0.43246,                 0.4618,                0.29239,                 1.0986,                 1.7446,                0.82641,                 1.0691,               0.005248,               0.005248,               0.005248
                     26,                0.98856,                 1.3577,                0.59179,                0.93672,                0.58672,                0.44781,                0.47647,                0.33953,                 0.5823,                0.43815,                0.46296,                0.29259,                 1.0982,                 1.7442,                0.82721,                 1.0686,                0.00505,                0.00505,                0.00505
                     27,                0.98417,                 1.3492,                0.58724,                0.93341,                0.59158,                0.44506,                0.47734,                0.34037,                0.58776,                0.43277,                0.46289,                 0.2933,                 1.0977,                 1.7437,                0.82655,                 1.0681,               0.004852,               0.004852,               0.004852
                     28,                0.98581,                 1.3545,                0.58603,                0.93361,                0.59879,                0.43987,                0.47764,                0.34066,                0.59472,                0.43095,                0.46347,                0.29344,                  1.097,                 1.7429,                0.82685,                 1.0674,               0.004654,               0.004654,               0.004654
                     29,                0.98247,                 1.3446,                0.58171,                0.93129,                0.59466,                0.44509,                0.47925,                0.34079,                0.59164,                0.43427,                0.46482,                0.29451,                 1.0967,                 1.7427,                0.82746,                 1.0669,               0.004456,               0.004456,               0.004456
                     30,                0.97748,                 1.3445,                  0.579,                0.93017,                0.59274,                0.44635,                0.47935,                0.34151,                0.59475,                0.43456,                0.46527,                  0.295,                 1.0966,                 1.7426,                0.82763,                 1.0664,               0.004258,               0.004258,               0.004258
                     31,                0.98129,                 1.3706,                0.59404,                 0.9385,                0.70443,                0.55019,                0.60738,                0.45082,                0.68821,                0.54094,                0.58611,                0.38525,                 1.0818,                  1.709,                0.79669,                 1.0558,                0.00406,                0.00406,                0.00406
                     32,                0.97864,                 1.3637,                0.58983,                0.93528,                0.69451,                0.56029,                0.60746,                0.45166,                0.67891,                0.54941,                0.58614,                0.38536,                 1.0812,                 1.7089,                0.79822,                  1.055,               0.003862,               0.003862,               0.003862
                     33,                0.97745,                  1.362,                0.59121,                0.93657,                0.69268,                0.55813,                0.60727,                0.45114,                0.67437,                0.54827,                0.58573,                0.38539,                 1.0807,                 1.7075,                0.79981,                 1.0544,               0.003664,               0.003664,               0.003664
                     34,                0.97551,                  1.351,                0.58246,                0.93314,                0.69238,                 0.5573,                0.60853,                0.45198,                0.67314,                0.54661,                0.58513,                0.38649,                   1.08,                 1.7059,                0.80167,                 1.0534,               0.003466,               0.003466,               0.003466
                     35,                 0.9703,                 1.3506,                0.58171,                 0.9318,                0.69811,                0.55489,                0.60735,                 0.4508,                0.68404,                0.54349,                0.58649,                0.38554,                 1.0796,                 1.7049,                0.80398,                 1.0526,               0.003268,               0.003268,               0.003268
                     36,                0.97115,                 1.3418,                0.57781,                0.93059,                  0.696,                 0.5576,                0.60953,                0.45263,                0.68152,                0.54539,                0.58874,                0.38753,                 1.0793,                 1.7047,                0.80671,                 1.0518,                0.00307,                0.00307,                0.00307
                     37,                 0.9662,                 1.3354,                0.57272,                0.92999,                0.69483,                0.55583,                0.60569,                0.44948,                0.67983,                0.54374,                0.58487,                0.38401,                 1.0795,                 1.7046,                0.80906,                 1.0514,               0.002872,               0.002872,               0.002872
                     38,                0.95985,                 1.3259,                0.56839,                0.92849,                0.68746,                0.55672,                0.60912,                0.45218,                 0.6783,                0.54353,                0.58723,                0.38562,                 1.0794,                 1.7055,                 0.8113,                 1.0511,               0.002674,               0.002674,               0.002674
                     39,                0.96019,                 1.3273,                0.56814,                0.92725,                0.68406,                0.55866,                0.60854,                 0.4511,                0.67037,                0.54684,                0.58691,                0.38499,                 1.0792,                 1.7056,                0.81404,                 1.0506,               0.002476,               0.002476,               0.002476
                     40,                0.95645,                 1.3208,                0.56529,                0.92685,                 0.6836,                0.55785,                0.60419,                0.44747,                0.67114,                0.54313,                0.58308,                0.38178,                 1.0794,                 1.7055,                0.81723,                 1.0501,               0.002278,               0.002278,               0.002278
                     41,                0.96053,                 1.2894,                 0.5467,                0.92684,                0.67796,                0.55806,                0.60363,                0.44666,                0.67883,                0.53765,                0.58293,                0.38138,                 1.0785,                 1.7025,                 0.8185,                  1.049,                0.00208,                0.00208,                0.00208
                     42,                0.95466,                 1.2772,                0.54018,                0.92453,                0.68255,                0.55388,                0.60512,                0.44765,                0.67152,                0.53983,                0.58319,                0.38252,                 1.0784,                 1.7002,                0.82182,                 1.0484,               0.001882,               0.001882,               0.001882
                     43,                0.95065,                  1.275,                0.53536,                0.92126,                0.68289,                 0.5549,                 0.6052,                0.44723,                0.66962,                0.53912,                0.58085,                 0.3818,                 1.0785,                 1.6984,                0.82554,                 1.0481,               0.001684,               0.001684,               0.001684
                     44,                0.94623,                 1.2651,                0.52852,                0.91929,                0.68515,                 0.5502,                0.60448,                0.44673,                0.68177,                0.53067,                 0.5806,                0.38165,                 1.0788,                  1.697,                0.83048,                 1.0475,               0.001486,               0.001486,               0.001486
                     45,                0.94189,                 1.2579,                 0.5239,                 0.9183,                0.68423,                0.54703,                0.60128,                0.44409,                0.69217,                0.52546,                0.58068,                0.37913,                 1.0794,                 1.6968,                0.83555,                  1.047,               0.001288,               0.001288,               0.001288
                     46,                0.93589,                 1.2506,                0.51642,                0.91527,                 0.6778,                0.54631,                0.59982,                0.44224,                0.69107,                 0.5249,                0.57995,                0.37703,                 1.0801,                 1.6966,                0.84076,                  1.047,                0.00109,                0.00109,                0.00109
